,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,엑스좌표_값,와이좌표_값,자치구_코드,자치구_코드_명,행정동_코드,행정동_코드_명,영역_면적,lon,lat,경도,위도
34,A,골목상권,3110031,창신역 1번,201298,453314,11110,종로구,11110690,창신3동,32878,127.01469460184781,37.579376077698974,127.01469460184781,37.579376077698974
35,A,골목상권,3110032,수족관거리,201321,452326,11110,종로구,11110670,창신1동,9323,127.01495320377123,37.570474218010425,127.01495320377123,37.570474218010425
36,A,골목상권,3110033,창신역 4번,201471,453118,11110,종로구,11110700,숭인1동,77869,127.01665273399279,37.57760986925303,127.01665273399279,37.57760986925303
37,A,골목상권,3110034,창신1동주민센터,201508,452344,11110,종로구,11110670,창신1동,29604,127.01707000762674,37.57063611007315,127.01707000762674,37.57063611007315
38,A,골목상권,3110057,황학코아루아파트,202013,451863,11140,중구,11140670,황학동,30230,127.02278510211976,37.56630135637733,127.02278510211976,37.56630135637733
39,A,골목상권,3110058,성심여자고등학교,195949,448136,11170,용산구,11170570,원효로2동,135620,126.95416739258842,37.53271444536362,126.95416739258842,37.53271444536362
40,A,골목상권,3110059,새남터성지,196084,447363,11170,용산구,11170640,이촌2동,56970,126.95569888787642,37.52575028754142,126.95569888787642,37.52575028754142
41,A,골목상권,3110036,동묘앞역 3번,201783,452612,11110,종로구,11110710,숭인2동,18431,127.02018355835784,37.57305028574799,127.02018355835784,37.57305028574799
42,A,골목상권,3110040,중구회현체육센터(정화예술대남산캠퍼스),198420,450734,11140,중구,11140540,회현동,76242,126.98211844625749,37.55612994758037,126.98211844625749,37.55612994758037
43,A,골목상권,3110041,남산케이블카,198659,450764,11140,중구,11140550,명동,130560,126.98482325928379,37.5564006254871,126.98482325928379,37.5564006254871
44,A,골목상권,3110042,남산골공원옆,199565,450784,11140,중구,11140570,필동,72607,126.99507688426245,37.55658169774501,126.99507688426245,37.55658169774501
45,A,골목상권,3110043,충무초등학교,200090,451226,11140,중구,11140580,장충동,110058,127.00101862988308,37.56056420346717,127.00101862988308,37.56056420346717
46,A,골목상권,3110044,관성묘,200294,451298,11140,중구,11140580,장충동,29575,127.00332755313305,37.5612128786751,127.00332755313305,37.5612128786751
47,A,골목상권,3110045,동대문역사문화공원역 5번,200434,451428,11140,중구,11140580,장충동,44820,127.0049121791401,37.56238411905503,127.0049121791401,37.56238411905503
48,A,골목상권,3110046,버티고개,200514,450225,11140,중구,11140625,다산동,58013,127.0058168073455,37.55154507908497,127.0058168073455,37.55154507908497
49,A,골목상권,3110047,다산성곽길,200639,450609,11140,중구,11140625,다산동,85386,127.00723173486928,37.55500483313109,127.00723173486928,37.55500483313109
50,A,골목상권,3110048,장충동주민센터,200749,451274,11140,중구,11140580,장충동,135606,127.00847731320725,37.56099638199899,127.00847731320725,37.56099638199899
51,A,골목상권,3110049,장충단 고개,200898,450889,11140,중구,11140625,다산동,70693,127.01016325011474,37.557527410235856,127.01016325011474,37.557527410235856
52,A,골목상권,3110053,청구역 1번,201118,451376,11140,중구,11140615,신당동,85550,127.01265387519811,37.56191502489969,127.01265387519811,37.56191502489969
53,A,골목상권,3110054,청구역 3번,201174,450806,11140,중구,11140645,청구동,69155,127.0132867887912,37.5567792722277,127.0132867887912,37.5567792722277
54,A,골목상권,3110055,황학동벼룩시장,201642,452260,11140,중구,11140670,황학동,27575,127.01858665039832,37.56987904492781,127.01858665039832,37.56987904492781
55,A,골목상권,3110056,신당역 3번,201855,451480,11140,중구,11140650,신당5동,129607,127.02099573525913,37.562850872583056,127.02099573525913,37.562850872583056
56,A,골목상권,3110079,후암동주민센터,198162,450065,11170,용산구,11170510,후암동,293041,126.97920022239718,37.55010179303207,126.97920022239718,37.55010179303207
57,A,골목상권,3110080,해방촌예술마을,198518,449757,11170,용산구,11170510,후암동,134562,126.98322952776942,37.5473273581668,126.98322952776942,37.5473273581668
58,A,골목상권,3110081,해방촌 남동측,198634,449401,11170,용산구,11170520,용산2가동,105010,126.98454285856135,37.544119980506025,126.98454285856135,37.544119980506025
59,A,골목상권,3110050,약수역 7번,200868,450316,11140,중구,11140635,약수동,34553,127.00982304292711,37.55236472210246,127.00982304292711,37.55236472210246
60,A,골목상권,3110051,한양공고앞 교차로,200997,451576,11140,중구,11140615,신당동,44893,127.01128463101034,37.5637171567379,127.01128463101034,37.5637171567379
61,A,골목상권,3110052,장충초등학교,201128,451117,11140,중구,11140625,다산동,68893,127.01276666015386,37.55958143097188,127.01276666015386,37.55958143097188
62,A,골목상권,3110060,효창공원앞역 6번,196339,448750,11170,용산구,11170590,용문동,94719,126.9585767524867,37.538248218205545,126.9585767524867,37.538248218205545
63,A,골목상권,3110061,효창동주민센터,196409,449179,11170,용산구,11170580,효창동,100249,126.95936668628885,37.54211378231579,126.95936668628885,37.54211378231579
64,A,골목상권,3110062,한강로동땡땡거리(은행나무길),196643,447278,11170,용산구,11170625,한강로동,132684,126.96202315666443,37.524986638584856,126.96202315666443,37.524986638584856
65,A,골목상권,3110063,효창공원앞역 5번,196702,448664,11170,용산구,11170590,용문동,110329,126.96268438684383,37.53747472736998,126.96268438684383,37.53747472736998
66,A,골목상권,3110064,효창공원앞역 2번,196816,449203,11170,용산구,11170580,효창동,131550,126.96397191654081,37.542331517069975,126.96397191654081,37.542331517069975
67,A,골목상권,3110082,용산구청,199212,448107,11170,용산구,11170650,이태원1동,71140,126.99108467693513,37.53246171216063,126.99108467693513,37.53246171216063
68,A,골목상권,3110083,서빙고역 1번,199271,446786,11170,용산구,11170690,서빙고동,58652,126.99175350506796,37.5205595234227,126.99175350506796,37.5205595234227
69,A,골목상권,3110084,경리단길북측,199236,449136,11170,용산구,11170660,이태원2동,225725,126.9913551393898,37.54173302689627,126.9913551393898,37.54173302689627
70,A,골목상권,3110085,경리단길남측,199260,448806,11170,용산구,11170660,이태원2동,181830,126.99162703817964,37.53875974659307,126.99162703817964,37.53875974659307
71,A,골목상권,3110086,이태원역 북측,199383,448588,11170,용산구,11170650,이태원1동,133757,126.99301894331595,37.53679565632451,126.99301894331595,37.53679565632451
72,A,골목상권,3110065,남정초등학교,196844,448550,11170,용산구,11170560,원효로1동,18065,126.96429155222101,37.53644808379059,126.96429155222101,37.53644808379059
73,A,골목상권,3110066,서울역 15번,197079,450403,11170,용산구,11170555,청파동,133737,126.96694307959059,37.55314437161729,126.96694307959059,37.55314437161729
74,A,골목상권,3110067,배문고등학교,197116,449954,11170,용산구,11170555,청파동,204936,126.96736357210598,37.54909900636352,126.96736357210598,37.54909900636352
75,A,골목상권,3110068,남영역 1번,197107,449013,11170,용산구,11170560,원효로1동,145312,126.96726543215075,37.54062057647328,126.96726543215075,37.54062057647328
76,A,골목상권,3110069,숙대입구,197161,449524,11170,용산구,11170555,청파동,173542,126.9678744716527,37.5452248513008,126.9678744716527,37.5452248513008
77,A,골목상권,3110070,용산세무서,197188,447141,11170,용산구,11170625,한강로동,8437,126.96818911909422,37.52375408705928,126.96818911909422,37.52375408705928
78,A,골목상권,3110071,한강미주맨션아파트,197152,446831,11170,용산구,11170630,이촌1동,27783,126.96778306850037,37.52096086871952,126.96778306850037,37.52096086871952
79,A,골목상권,3110072,열정도,197247,448836,11170,용산구,11170560,원효로1동,18090,126.96885020857862,37.539026235143446,126.96885020857862,37.539026235143446
80,A,골목상권,3110073,삼각지역 3번,197578,447973,11170,용산구,11170625,한강로동,41421,126.97259826981191,37.53125152806751,126.97259826981191,37.53125152806751
81,A,골목상권,3110074,서울역 12번,197716,450166,11170,용산구,11170530,남영동,105922,126.97415273729469,37.551010804376816,126.97415273729469,37.551010804376816
82,A,골목상권,3110075,숙대입구역 1번,197679,449714,11170,용산구,11170530,남영동,128905,126.9737354497403,37.54693819857306,126.9737354497403,37.54693819857306
83,A,골목상권,3110076,삼각지역 14번,197737,448386,11170,용산구,11170625,한강로동,8989,126.97439587249721,37.534973065762415,126.97439587249721,37.534973065762415
84,A,골목상권,3110077,삼광초등학교,197919,449884,11170,용산구,11170510,후암동,45797,126.97645081947958,37.54847046930043,126.97645081947958,37.54847046930043
85,A,골목상권,3110078,이촌동점보아파트,198068,446532,11170,용산구,11170630,이촌1동,14864,126.97814575970818,37.51826924146274,126.97814575970818,37.51826924146274
86,A,골목상권,3110110,상왕십리역 6번,202454,451618,11200,성동구,11200520,왕십리2동,51942,127.02777595118324,37.56409284717007,127.02777595118324,37.56409284717007
87,A,골목상권,3110111,대현산장미원,202636,450338,11200,성동구,11200580,응봉동,19485,127.02983134596822,37.55255958190154,127.02983134596822,37.55255958190154
88,A,골목상권,3110087,이태원엔틱가구거리,199502,448055,11170,용산구,11170650,이태원1동,52542,126.99436573207079,37.53199339365141,126.99436573207079,37.53199339365141
89,A,골목상권,3110088,오산고등학교,199685,447296,11170,용산구,11170690,서빙고동,96560,126.99643648116178,37.525154870964045,126.99643648116178,37.525154870964045
90,A,골목상권,3110089,서빙고동주민센터,199668,446947,11170,용산구,11170690,서빙고동,105979,126.99624432190274,37.52201036621853,126.99624432190274,37.52201036621853
91,A,골목상권,3110090,한국폴리텍대학서울정수캠퍼스,199734,447571,11170,용산구,11170700,보광동,97059,126.99699070678436,37.52763264213135,126.99699070678436,37.52763264213135
92,A,골목상권,3110091,리움미술관,199856,448602,11170,용산구,11170685,한남동,55141,126.99837070687353,37.53692199149617,126.99837070687353,37.53692199149617
93,A,골목상권,3110092,NH농협은행 보광동지점,199990,447728,11170,용산구,11170700,보광동,105153,126.99988686653968,37.5290472532293,126.99988686653968,37.5290472532293
94,A,골목상권,3110093,우사단길,200024,448092,11170,용산구,11170685,한남동,234768,127.00027153219374,37.532326898187094,127.00027153219374,37.532326898187094
95,A,골목상권,3110094,오산중학교,200102,447300,11170,용산구,11170700,보광동,21603,127.00115390189413,37.52519095917811,127.00115390189413,37.52519095917811
96,A,골목상권,3110095,한강진역 3번,200198,448658,11170,용산구,11170685,한남동,149192,127.00224029314316,37.537426541732394,127.00224029314316,37.537426541732394
97,A,골목상권,3110096,한남힐사이드아파트,200260,449313,11170,용산구,11170685,한남동,50068,127.0029420309497,37.543328076010035,127.0029420309497,37.543328076010035
98,A,골목상권,3110097,한남초등학교,200536,448696,11170,용산구,11170685,한남동,7814,127.00606465965808,37.53776878739838,127.00606465965808,37.53776878739838
99,A,골목상권,3110098,서울독일학교,200952,448510,11170,용산구,11170685,한남동,41414,127.01077131857866,37.53609259101001,127.01077131857866,37.53609259101001
100,A,골목상권,3110099,유엔빌리지길,201076,448324,11170,용산구,11170685,한남동,263187,127.01217403299694,37.53441659338167,127.01217403299694,37.53441659338167
101,A,골목상권,3110100,옥수동우편취급국,200870,449042,11200,성동구,11200645,옥수동,26060,127.0098441670749,37.54088599319175,127.0098441670749,37.54088599319175
102,A,골목상권,3110101,옥정중학교,201109,449012,11200,성동구,11200645,옥수동,23818,127.01254843888394,37.540615436825334,127.01254843888394,37.540615436825334
103,A,골목상권,3110102,옥수역 6번,201423,449294,11200,성동구,11200645,옥수동,34682,127.01610192459853,37.54315582494073,127.01610192459853,37.54315582494073
104,A,골목상권,3110103,옥수터널,201450,449586,11200,성동구,11200620,금호4가동,19057,127.0164080190828,37.54578670080503,127.0164080190828,37.54578670080503
105,A,골목상권,3110104,신금호역 4번,201782,450233,11200,성동구,11200615,금호2?3가동,66838,127.02016645992701,37.55161558009325,127.02016645992701,37.55161558009325
106,A,골목상권,3110108,성동구립금호도서관,202208,450534,11200,성동구,11200590,금호1가동,11778,127.02498830324593,37.55432666209703,127.02498830324593,37.55432666209703
107,A,골목상권,3110109,금호삼성래미안아파트,202316,450083,11200,성동구,11200590,금호1가동,29788,127.02620913408614,37.55026289597211,127.02620913408614,37.55026289597211
108,A,골목상권,3110129,성원어린이공원,204438,450088,11200,성동구,11200660,성수1가2동,70693,127.05022288091031,37.550300173836135,127.05022288091031,37.550300173836135
109,A,골목상권,3110130,답십리역 6번,204631,451780,11200,성동구,11200790,용답동,43065,127.05241765359236,37.5655440920208,127.05241765359236,37.5655440920208
110,A,골목상권,3110131,성수동카페거리,204716,449234,11200,성동구,11200670,성수2가1동,131865,127.05336339732489,37.54260426552023,127.05336339732489,37.54260426552023
111,A,골목상권,3110132,성수2가3동주민센터,204767,449989,11200,성동구,11200690,성수2가3동,76450,127.05394538390803,37.54940654342987,127.05394538390803,37.54940654342987
112,A,골목상권,3110136,경수초등학교,205299,449009,11200,성동구,11200670,성수2가1동,260628,127.05995864535373,37.540573851759774,127.05995864535373,37.540573851759774
113,A,골목상권,3110105,금동어린이공원,202076,449956,11200,성동구,11200615,금호2?3가동,69009,127.02349280272007,37.549119199553864,127.02349280272007,37.549119199553864
114,A,골목상권,3110106,금북초등학교,202140,450763,11200,성동구,11200590,금호1가동,21366,127.02421940373985,37.55639010690916,127.02421940373985,37.55639010690916
115,A,골목상권,3110107,금호사거리,202203,449734,11200,성동구,11200620,금호4가동,22191,127.02492931657964,37.5471186877979,127.02492931657964,37.5471186877979
116,A,골목상권,3110112,행당역 2번,202776,451078,11200,성동구,11200560,행당1동,68591,127.03141851074179,37.559226552054376,127.03141851074179,37.559226552054376
117,A,골목상권,3110113,응봉산,202786,449918,11200,성동구,11200580,응봉동,89115,127.03152728660245,37.54877494821614,127.03152728660245,37.54877494821614
118,A,골목상권,3110114,왕십리파출소,202776,451985,11200,성동구,11200535,왕십리도선동,27058,127.03142194280784,37.56739858855162,127.03142194280784,37.56739858855162
119,A,골목상권,3110133,서울교통공사,205004,451461,11200,성동구,11200790,용답동,80187,127.05663741161975,37.56266796519802,127.05663741161975,37.56266796519802
120,A,골목상권,3110134,성수119안전센터,205062,448509,11200,성동구,11200670,성수2가1동,222826,127.05727352526394,37.536070183843606,127.05727352526394,37.536070183843606
121,A,골목상권,3110135,성동세무서,205254,449984,11200,성동구,11200720,송정동,136762,127.0594564430696,37.549358847126776,127.0594564430696,37.549358847126776
122,A,골목상권,3110115,상왕십리역 3번,202799,451762,11200,성동구,11200535,왕십리도선동,80878,127.03168143212821,37.56538929826772,127.03168143212821,37.56538929826772
123,A,골목상권,3110116,청계천박물관,203093,452318,11200,성동구,11200540,마장동,98083,127.03501151510875,37.57039789376655,127.03501151510875,37.57039789376655
124,A,골목상권,3110117,성동구보건소,203124,451949,11200,성동구,11200540,마장동,49735,127.03536085082358,37.567073116003144,127.03536085082358,37.567073116003144
125,A,골목상권,3110118,왕십리역 9번,203170,450924,11200,성동구,11200560,행당1동,63575,127.03587710019502,37.55783774584384,127.03587710019502,37.55783774584384
126,A,골목상권,3110119,마장지하차도,203308,451914,11200,성동구,11200540,마장동,22524,127.03744340594395,37.5667571253321,127.03744340594395,37.5667571253321
127,A,골목상권,3110120,서울숲카페거리,203629,449746,11200,성동구,11200660,성수1가2동,34852,127.04106609796341,37.54722229826109,127.04106609796341,37.54722229826109
128,A,골목상권,3110121,한양대역 4번,203699,450806,11200,성동구,11200550,사근동,29267,127.04186356587266,37.55677259819984,127.04186356587266,37.55677259819984
129,A,골목상권,3110122,마장역 2번,203900,452033,11200,성동구,11200540,마장동,80335,127.04414491255056,37.56782699467488,127.04414491255056,37.56782699467488
130,A,골목상권,3110123,마장역 3번,203977,451906,11200,성동구,11200540,마장동,169553,127.04501580273998,37.56668240119375,127.04501580273998,37.56668240119375
131,A,골목상권,3110124,뚝섬역교차로,204001,450061,11200,성동구,11200660,성수1가2동,79596,127.04527739974368,37.5500589042001,127.04527739974368,37.5500589042001
132,A,골목상권,3110125,사근동살곶이상점가,204116,451277,11200,성동구,11200550,사근동,128923,127.04658561903601,37.56101452557501,127.04658561903601,37.56101452557501
133,A,골목상권,3110126,서울숲역 1번,204113,449554,11200,성동구,11200650,성수1가1동,18531,127.04654200941053,37.54549034888927,127.04654200941053,37.54549034888927
134,A,골목상권,3110127,성수1가1동주민센터,204367,449119,11200,성동구,11200650,성수1가1동,38774,127.0494136424359,37.54156983482147,127.0494136424359,37.54156983482147
135,A,골목상권,3110128,성원중학교,204412,448741,11200,성동구,11200650,성수1가1동,247340,127.04992055728603,37.53816384184272,127.04992055728603,37.53816384184272
136,A,골목상권,3110157,자양동우체국,207135,447836,11215,광진구,11215830,자양2동,115158,127.08072173589979,37.52999274825613,127.08072173589979,37.52999274825613
137,A,골목상권,3110158,중곡3동주민센터,207154,452135,11215,광진구,11215760,중곡3동,166799,127.08097858537985,37.56872649117577,127.08097858537985,37.56872649117577
138,A,골목상권,3110159,구의역 4번,207146,448388,11215,광진구,11215820,자양1동,210895,127.0808515528512,37.53496618456147,127.0808515528512,37.53496618456147
139,A,골목상권,3110160,광진경찰서,207370,449364,11215,광진구,11215850,구의1동,47848,127.08339573336079,37.543758173937306,127.08339573336079,37.543758173937306
140,A,골목상권,3110137,성수초등학교,205519,449630,11200,성동구,11200690,성수2가3동,330983,127.06245263029955,37.54616776510738,127.06245263029955,37.54616776510738
141,A,골목상권,3110138,송정체육공원,205936,450143,11200,성동구,11200720,송정동,102074,127.06717551903371,37.550787295336974,127.06717551903371,37.550787295336974
142,A,골목상권,3110139,자양4동주민센터,205610,448404,11215,광진구,11215847,자양4동,155861,127.06347301482698,37.53512096389572,127.06347301482698,37.53512096389572
143,A,골목상권,3110140,건대입구역 6번,205807,448790,11215,광진구,11215847,자양4동,179746,127.06570497470408,37.538597604470354,127.06570497470408,37.538597604470354
144,A,골목상권,3110141,건대입구역 1번,205871,449295,11215,광진구,11215710,화양동,67458,127.06643315762537,37.54314724564189,127.06643315762537,37.54314724564189
145,A,골목상권,3110142,화양사거리,206028,449645,11215,광진구,11215710,화양동,116892,127.06821255940088,37.54629972809252,127.06821255940088,37.54629972809252
146,A,골목상권,3110144,어린이대공원역 4번,206355,449631,11215,광진구,11215710,화양동,42830,127.07191275197118,37.54617139278924,127.07191275197118,37.54617139278924
147,A,골목상권,3110145,장안초등학교,206431,449938,11215,광진구,11215730,군자동,14956,127.07277545132337,37.548936930148834,127.07277545132337,37.548936930148834
148,A,골목상권,3110146,신자초등학교,206474,448005,11215,광진구,11215840,자양3동,106885,127.07324501528619,37.531520314025855,127.07324501528619,37.531520314025855
149,A,골목상권,3110147,능동우편취급국,206519,450742,11215,광진구,11215730,군자동,157029,127.07377843003759,37.55618033078989,127.07377843003759,37.55618033078989
150,A,골목상권,3110148,어린이대공원역 3번,206673,449538,11215,광진구,11215710,화양동,45757,127.07551037056552,37.54533121801933,127.07551037056552,37.54533121801933
151,A,골목상권,3110149,세종대학교,206730,450336,11215,광진구,11215730,군자동,45957,127.07616268636023,37.55252076660446,127.07616268636023,37.55252076660446
152,A,골목상권,3110150,중곡1동 마을마당,206780,451324,11215,광진구,11215740,중곡1동,159510,127.0767376585975,37.56142224668868,127.0767376585975,37.56142224668868
153,A,골목상권,3110151,자양한강도서관,206813,447963,11215,광진구,11215830,자양2동,107574,127.07707997341757,37.531139452835596,127.07707997341757,37.531139452835596
154,A,골목상권,3110152,중곡어린이공원,206897,451708,11215,광진구,11215740,중곡1동,50806,127.07806550149179,37.56488120178216,127.07806550149179,37.56488120178216
155,A,골목상권,3110153,중곡1동주민센터,207018,451220,11215,광진구,11215740,중곡1동,50068,127.0794304023093,37.56048342937615,127.0794304023093,37.56048342937615
156,A,골목상권,3110156,군자역 5번,207110,450472,11215,광진구,11215780,능동,153696,127.08046441912305,37.55374327045005,127.08046441912305,37.55374327045005
157,A,골목상권,3110174,아차산역 1번,208044,450658,11215,광진구,11215770,중곡4동,103458,127.0910365963174,37.55541144781092,127.0910365963174,37.55541144781092
158,A,골목상권,3110175,푸른동산공원,208057,449077,11215,광진구,11215870,구의3동,96115,127.0911663709489,37.541166562279685,127.0911663709489,37.541166562279685
159,A,골목상권,3110178,장로회신학대학교,209139,449838,11215,광진구,11215810,광장동,45933,127.1034188452257,37.54801306929046,127.1034188452257,37.54801306929046
160,A,골목상권,3110179,광나루역 1번,209122,449629,11215,광진구,11215810,광장동,42085,127.10322387327058,37.54613015293001,127.10322387327058,37.54613015293001
161,A,골목상권,3110154,광진정말공원,206980,448178,11215,광진구,11215820,자양1동,102102,127.07897139566221,37.53307535534298,127.07897139566221,37.53307535534298
162,A,골목상권,3110155,광진구청,207007,448746,11215,광진구,11215820,자양1동,97314,127.07928228984191,37.53819282960434,127.07928228984191,37.53819282960434
163,A,골목상권,3110161,중곡역 3번,207394,452066,11215,광진구,11215760,중곡3동,141901,127.08369452966215,37.56810291017622,127.08369452966215,37.56810291017622
164,A,골목상권,3110162,군자역 4번,207315,450952,11215,광진구,11215750,중곡2동,70945,127.08278920214391,37.55806645047752,127.08278920214391,37.55806645047752
165,A,골목상권,3110143,뚝섬유원지역 1번,206062,448266,11215,광진구,11215840,자양3동,8061,127.06858591973413,37.53387472420694,127.06858591973413,37.53387472420694
166,A,골목상권,3110176,해오름공원,208142,450925,11215,광진구,11215770,중곡4동,135318,127.09214865556346,37.557816247579865,127.09214865556346,37.557816247579865
167,A,골목상권,3110177,동의초등학교,208409,450329,11215,광진구,11215860,구의2동,29079,127.09516364702064,37.55244391167489,127.09516364702064,37.55244391167489
168,A,골목상권,3110163,성자초등학교,207457,447914,11215,광진구,11215830,자양2동,66483,127.08436546700541,37.53069298250582,127.08436546700541,37.53069298250582
169,A,골목상권,3110164,아차산역 5번,207531,450418,11215,광진구,11215780,능동,85050,127.08522834987414,37.55325338910613,127.08522834987414,37.55325338910613
170,A,골목상권,3110165,국립정신건강센터,207575,451405,11215,광진구,11215750,중곡2동,95687,127.08573648594626,37.56214586200675,127.08573648594626,37.56214586200675
171,A,골목상권,3110166,구의1동주민센터,207558,449057,11215,광진구,11215850,구의1동,131620,127.08551989838477,37.54099058656442,127.08551989838477,37.54099058656442
172,A,골목상권,3110167,용마초등학교,207600,450940,11215,광진구,11215750,중곡2동,154354,127.08601462792421,37.557956025147156,127.08601462792421,37.557956025147156
173,A,골목상권,3110168,대원고등학교,207751,451529,11215,광진구,11215770,중곡4동,58514,127.0877298231472,37.563261633023764,127.0877298231472,37.563261633023764
174,A,골목상권,3110169,성동초등학교,207787,448123,11215,광진구,11215830,자양2동,75500,127.08810116387241,37.532573346901124,127.08810116387241,37.532573346901124
