,학교명,위도,경도,주변_상권_코드_명,주변_상권_코드,주변_상권_엑스좌표_값,주변_상권_와이좌표_값,주변_상권_거리
561,번동중학교,37.63244533,127.0362077,KT&G 북부지사,3110379,203145,459526,325.404262833113
562,서울망우초등학교,37.59873698,127.1038418,러스크서울병원,3110277,209068,455483,103.2774208830319
563,서울외국어고등학교,37.64578079,127.0515087,상계주공1단지(가)상가,3130154,205249,460811,714.3275180991712
564,서울방학초등학교,37.66393373,127.032748,방학초등학교,3110390,202823,462590,127.98128247991262
565,서울풍납초등학교,37.53440483,127.1172037,풍납초등학교(풍납백제문화공원),3111018,210296,448588,266.48264796392334
566,서울남성초등학교,37.48459498,126.9754874,사당시장,3130272,197803,442619,178.03109028552055
567,양정중학교,37.53538402,126.8877343,선유도역 6번,3110760,190490,448546,426.5618125496027
568,관악고등학교,37.52179166,126.8829505,문래중학교,3110756,189708,447052,134.6537528516969
569,미림여자고등학교,37.4661018,126.9319279,미림여고,3110878,194051,440617,146.5414922594148
570,서울연희초등학교,37.56904593,126.9341423,연희파출소,3110513,194116,452409,248.47944281087817
571,서울상곡초등학교,37.66290401,127.0620747,노원역 9번,3110422,205580,462171,427.9895507046335
572,성신여자고등학교,37.59428963,127.0224072,성신여대입구역 1번,3110303,201864,454954,115.89619357557886
573,방화중학교,37.56433471,126.8071069,공항시장역 1번,3110630,183081,451771,164.38308909162288
574,서울문화고등학교,37.66413143,127.0472858,창동중학교,3110412,204240,462445,285.09443652490984
575,서울금양초등학교,37.54094231,126.9618319,효창공원앞역 2번,3110064,196816,449203,244.01228012323733
576,서울영중초등학교,37.5241433,126.9036955,영등포시장역 1번,3110783,191527,447259,81.43567841628627
577,상봉중학교,37.60152799,127.0901246,망우역 2번,3110267,207896,455693,104.16801287694061
578,선일초등학교,37.62030421,126.9119931,선일여고,3110458,192396,457958,192.32384484646985
579,은평고등학교,37.60984462,126.9057368,구산초등학교,3110447,191809,457108,429.0774571886309
580,서울체육중학교,37.52233038,127.1298226,둔촌동역 3번(성내3동주민센터),3111062,211636,447220,279.70911719322766
581,서울중광초등학교,37.56524214,127.082693,"중곡제일시장(중곡제일골목시장, 광성시장)",3130083,207176,451590,204.79603833241262
582,보인고등학교,37.4975692,127.1395178,보인중학교,3111038,212297,444483,242.89109810913573
583,가산중학교,37.46877706,126.8944749,독산동,3120132,190614,441262,223.86862051308674
584,중앙여자고등학교,37.56317672,126.9540593,아현역 2번,3110532,196252,451127,498.719380853621
585,서울삼일초등학교,37.48823549,126.9751016,이수역 10번,3110849,197978,442939,315.98617804661245
586,서울문교초등학교,37.46672027,126.9088159,독산동정훈단지,3110745,191510,440729,431.9576137760364
587,연북중학교,37.57758095,126.9384801,서대문구청,3110518,194404,453061,170.94767763239966
588,서울청덕초등학교,37.61203173,127.0003334,정릉3동주민센터,3110287,200322,456640,417.8311915648254
589,서울탑산초등학교,37.56701719,126.8523683,가양역 10번,3110667,187021,451363,592.8847084813481
590,서울화일초등학교,37.54072601,126.8474076,화곡역 4번,3110659,186429,449017,87.18491357798555
591,문정고등학교,37.4851785,127.1266921,문정역 2번,3111026,211145,442739,141.07532992731973
592,삼각산중학교,37.61614897,127.0145684,삼각산119안전센터,3110354,201493,457814,466.9054163506257
593,하나고등학교,37.64163759,126.9369302,하나고등학교,3110492,194584,460074,213.93439189723148
594,목동고등학교,37.50921598,126.860143,고척동성당,3110701,187600,445118,419.59676647354775
595,서울정수초등학교,37.60377489,127.0077189,정릉역 2번,3110292,200997,456070,319.0421403780772
596,한양공업고등학교,37.5658716,127.0114433,동대문패션타운 관광특구,3001493,200996,451976,161.5771739005605
597,서울강신초등학교,37.54209971,126.8295837,신월중학교,3110594,184761,449104,198.11118361571124
598,광성고등학교,37.54869756,126.9359696,서강대역 1번,3110572,194437,450111,221.6349505111441
599,휘경중학교,37.58709299,127.0617461,삼육보건대학교,3110219,205315,454241,154.72634002218004
600,선덕중학교,37.65634868,127.0268766,연산군묘,3110386,202103,462367,576.0853889928597
601,광운중학교,37.61923977,127.0565452,광운대학교 남단,3110418,205120,457577,207.07217987086764
602,서울등현초등학교,37.56145118,126.8475984,등촌3동주민센터,3110660,186507,450988,348.47650675327674
603,서울불암초등학교,37.65078442,127.0806018,영신여고,3110441,207291,461205,182.0128892932729
604,서울대현초등학교,37.50372159,127.0635654,휘문고교사거리,3120223,205806,444988,197.87408806495125
605,서울구현초등학교,37.60984462,126.9057958,구산초등학교,3110447,191809,457108,427.5080714122539
606,성암국제무역고등학교,37.62041353,127.0239059,삼양사거리역 1번,3110361,201938,457918,179.35107347500593
607,양서중학교,37.53262929,126.8291351,신월3동주민센터,3110593,184691,448235,227.84771390614685
608,서울대은초등학교,37.61236712,126.9258698,불광역 7번,3110481,193522,456966,68.2458682346583
609,성동공업고등학교,37.56936315,127.0172917,황학동벼룩시장,3110055,201642,452260,127.92933489413542
610,서울길원초등학교,37.60906464,127.0167996,서경대학교,3110294,201084,456815,449.29068230234265
611,서울신미림초등학교,37.50714192,126.8795527,구로창업지원센터,3110707,189343,445600,296.49255272810575
612,서울묵동초등학교,37.60335949,127.0808272,중화역 1번,3110249,207071,456080,120.94432766656477
613,서울문영여자중학교,37.47290457,126.9509181,관악소방서(문영여고),3110893,195802,441665,220.27136769512975
614,서울공업고등학교,37.50190126,126.9223834,성남고등학교,3110820,193252,444990,295.3828869574165
615,자양중학교,37.53539805,127.074384,자양종합시장(기능상실),3130080,206753,448042,432.12593887229696
616,서울우암초등학교,37.47229555,127.0237234,우면주공아파트,3110934,202315,441057,430.88475952601607
617,금천고등학교,37.44480673,126.9049018,금산초등학교(금천고등학교),3110749,191606,438077,306.4011395292949
618,서울구남초등학교,37.53709659,127.0922888,구삼강변맛길,3120059,208190,448825,202.3888431756632
619,서울용암초등학교,37.5453029,126.9894348,신흥시장,3130060,198682,449528,384.3554826939229
620,국립국악고등학교,37.4762308,127.0514732,국립국악고등학교,3110983,204448,442053,213.32115588761388
621,서울증산초등학교,37.58256527,126.9042764,증산종합시장,3130161,191631,453575,129.81052541501987
622,서울대길초등학교,37.49811236,126.9131739,신풍역 1번,3110804,192291,444455,159.90599303019067
623,서울인헌초등학교,37.47675499,126.9598639,샤로수길,3110895,196117,441883,335.48576360582496
624,이화여자고등학교,37.56617664,126.9713244,경향신문사,3110038,197253,451928,227.62453497104153
625,서울방배초등학교,37.4867641,126.9871924,방배초등학교,3110907,198700,443064,169.7453544600555
626,서울방송고등학교,37.54777448,127.0110373,약수역 7번,3110050,200868,450316,520.6384619104529
627,중랑중학교,37.60535089,127.0807928,중화역 1번,3110249,207071,456080,135.46866369357278
628,서울공연예술고등학교,37.49993066,126.8326087,서울공연예술고등학교,3110684,184965,444368,272.9304112592088
629,서울송중초등학교,37.61700008,127.0314657,송중초등학교,3110374,202711,457804,320.8673924264809
630,선정고등학교,37.61870451,126.9090316,선정중학교,3110454,192299,457526,365.51634129924093
631,서울면목초등학교,37.5906966,127.0872878,면목역 3번,3110260,207615,454450,155.617629876611
632,서울성원초등학교,37.56698252,126.9050853,마포구청역 1번,3110545,191544,451746,208.89359659548163
633,진관고등학교,37.64333857,126.9243825,구파발역,3120089,192798,459742,856.1561017135347
634,서울신월초등학교,37.54036551,126.8394555,화곡역,3120120,185754,449079,100.68091526811422
635,서울경일초등학교,37.5409419,127.0466051,서울숲역,3120050,204150,449189,143.25302898057404
636,개운중학교,37.59462665,127.0248421,성신여대입구역 1번,3110303,201864,454954,334.10194492568377
637,혜원여자고등학교,37.59327987,127.0970427,혜원여고,3110270,208593,454695,168.02192518697612
638,경복여자고등학교,37.55782183,126.8505957,등촌3동주민센터,3110660,186507,450988,297.346347250679
639,서울유현초등학교,37.63234717,127.011421,화계중학교,3110344,201103,459244,107.63615898908034
640,신광여자중학교,37.54289988,126.9694475,"숙대입구역(남영역, 남영동)",3120042,197505,449194,217.31451829372196
641,신정여자중학교,37.53838143,126.8570622,신곡초등학교,3110670,187264,448458,332.00364182031626
642,세화여자고등학교,37.50199646,126.99423,서초소방서,3110917,199357,444216,526.7355514005218
643,서울화계초등학교,37.62388498,127.0297162,미아역,3120077,202289,458452,388.39631284451366
644,서울혜화초등학교,37.58863443,127.0002536,혜회동주민센터,3110024,200121,454192,179.0633469418716
645,서울신창초등학교,37.63659186,127.0420843,신창초등학교,3110404,203576,459627,143.66636947065334
646,서울한서초등학교,37.55364783,126.9497788,이대역 5번,3110582,195312,450646,312.1495765550078
647,서울오현초등학교,37.62341912,127.0465761,번동시장,3130124,204237,457971,263.8471751783046
648,진선여자고등학교,37.50230289,127.0482866,선릉역,3120210,204364,445017,273.0174935333345
649,서울개포초등학교,37.48623864,127.0698266,강남개포시장,3130310,205978,443274,354.9853258410217
650,서울고척초등학교,37.50094829,126.8569791,고척초등학교,3110700,187387,444733,118.84760751296044
651,경서중학교,37.56124186,126.857764,강서구청가양동별관,3110674,187645,451282,213.94217048358533
652,서울학동초등학교,37.51226106,127.0395978,학동초등학교,3110970,203644,445789,162.3670240034618
653,개원중학교,37.49163975,127.0714157,강남개포시장,3130310,205978,443274,454.78173132522335
654,서울청룡초등학교,37.47672527,126.9512057,관악소방서(문영여고),3110893,195802,441665,282.84216421548365
655,영란여자중학교,37.6031324,127.1053324,망우본동주민센터,3110278,209142,455775,240.92769289337616
656,성남중학교,37.50528157,126.9266153,성남고등학교,3110820,193252,444990,279.0249760278816
657,서문여자고등학교,37.48891973,126.9845458,서문여고,3110906,198789,443409,205.8036241547582
658,서울삼릉초등학교,37.51325992,127.0469495,언주중학교,3110974,203972,446014,182.61702335508144
659,서울신양초등학교,37.53462395,127.0699953,뚝섬유원지역 1번,3110143,206062,448266,149.77305051741095
660,청운중학교,37.58916985,126.9710959,청운초등학교,3110011,197219,454141,346.1478253739607
661,송곡여자고등학교,37.60668904,127.1051455,망우본동주민센터,3110278,209142,455775,592.859285710859
662,당산서중학교,37.53248394,126.8988251,당산역,3120143,191262,448366,324.38847860581865
663,서울장안초등학교,37.54987645,127.0724025,장안초등학교,3110145,206431,449938,109.35955092434115
664,광신고등학교,37.4644762,126.9259406,신림주공2단지(광신고등학교),3110870,193495,440449,124.1995827609654
665,서울가곡초등학교,37.55570761,126.8361031,우장산힐스테이트,3110650,185747,450632,238.66175943280732
666,서울정덕초등학교,37.59823995,127.0134213,성신여대입구역 7번,3110301,201622,455143,510.7003514624392
667,광운인공지능고등학교,37.61923977,127.0565452,광운대학교 남단,3110418,205120,457577,207.07217987086764
668,동산초등학교,37.55620463,127.0167254,청구역 3번,3110054,201174,450806,310.4533441907498
669,서울누원초등학교,37.68723271,127.0492672,누원고등학교,3110413,204198,464883,429.1696620936838
670,건국대학교사범대학부속중학교,37.54172407,127.0815971,광진경찰서,3110160,207370,449364,276.1059522408346
671,서울신흥초등학교,37.45934816,126.9093508,한울중학교,3110752,191944,440258,264.2874214380855
672,서울당중초등학교,37.52628923,126.8894135,양평역,3120135,190179,447330,107.83419831459805
673,서울성서초등학교,37.56059575,126.9109242,성서초등학교,3110551,192011,451116,166.90325564132226
674,구의중학교,37.5428503,127.0788404,어린이대공원역 3번,3110148,206673,449538,403.01750858657465
675,천왕중학교,37.48265442,126.8373336,"천왕역 3번(오류2동주민센터, 서울오류남초등학교)",3110687,185673,443204,615.5292973845662
676,서울용원초등학교,37.62992285,127.0689401,노원 을지대학교병원,3110427,206268,459433,538.5984977218138
677,용문중학교,37.58869033,127.0246608,보문역 4번,3110304,201853,454151,380.0758922297619
678,삼성중학교,37.4676059,126.9425132,서울산업정보학교(서울삼성초등학교),3110887,194840,441125,227.2043714265181
679,서울남산초등학교,37.55978374,126.9867556,명동역(명동재미로),3120027,198568,451138,261.79646424180066
680,서울전자고등학교,37.46972182,126.9883284,방배배수지체육공원,3110911,199100,441477,358.6552089887815
681,서울초당초등학교,37.65862783,127.0219562,연산군묘,3110386,202103,462367,305.56250871509644
682,보성여자중학교,37.54308154,126.9842842,해방촌 남동측,3110081,198634,449401,117.49923947523138
683,고명중학교,37.59767468,127.0191869,성신여대입구역 7번,3110301,201622,455143,214.59117408000765
684,서울대치초등학교,37.49127807,127.0621964,대치역,3120220,205508,443861,323.1696631517467
685,서울동원초등학교,37.60457824,127.1044913,망우본동주민센터,3110278,209142,455775,351.56724551926146
686,서울원효초등학교,37.53616126,126.9515453,성심여자고등학교,3110058,195949,448136,447.2775056826819
687,경기여자고등학교,37.48691516,127.065453,강남개포시장,3130310,205978,443274,290.3018927104171
688,서울언주초등학교,37.486322,127.036793,은광여고,3110960,203027,443113,259.8068868512641
689,서울군자초등학교,37.56412232,127.0605233,자동차부품상가,3110217,205207,451743,184.7986851583283
690,창문여자고등학교,37.6134057,127.0357962,송중동주민센터,3110378,203052,457230,176.0109423993706
691,천호중학교,37.54651926,127.139698,천호초등학교,3111070,212144,449775,224.07715400117854
692,서울이태원초등학교,37.53647771,126.9876727,이태원시장,3130061,199066,448264,327.9755023856892
693,서울신도림초등학교,37.51198439,126.8832546,구로창업지원센터,3110707,189343,445600,412.78361658180063
694,광장중학교,37.54717752,127.1019276,장로회신학대학교,3110178,209139,449838,161.1398139094699
695,서울상현초등학교,37.49487439,126.9526884,숭실대입구역 1번,3110837,195884,443947,68.67418074115017
696,서울자양초등학교,37.53698824,127.0797396,광진구청,3110155,207007,448746,139.6705854264875
697,서울이수초등학교,37.47837133,126.9844171,사당역 11번(사당역먹자골목),3120163,198745,442219,168.7994252705323
698,수명중학교,37.54856699,126.8240596,신광명마을,3110644,184449,449781,128.04691326815322
699,당산중학교,37.53203308,126.907614,당산역 8번,3110786,191584,448284,333.5757191296989
700,서울인왕초등학교,37.59023007,126.9448045,인왕시장(홍제골목형상점가),3130177,194989,454592,154.05264023831506
701,서울효제초등학교,37.57268283,127.003491,종로5가역,3120014,200205,452485,134.50496892006342
702,명덕외국어고등학교,37.55394399,126.8342914,우장산역 4번,3110645,185289,450314,202.16585402196893
703,보성중학교,37.52008989,127.1357293,둔촌동역 3번(성내3동주민센터),3111062,211636,447220,599.6371513561935
704,서울공덕초등학교,37.54580335,126.9548231,마포시장,3130197,195890,449503,145.5457788125255
705,서울상원초등학교,37.66763033,127.0597173,마들역,3120080,205070,462922,274.13572164825075
706,서울용마초등학교,37.55782735,127.0835274,군자역 4번,3110162,207315,450952,70.41687212920584
707,언남중학교,37.47240137,127.0442813,법제교육센터(버들어린이공원),3110943,204103,441561,220.80172014674133
708,서울창도초등학교,37.66413487,127.048784,창동중학교,3110412,204240,462445,284.6931913831037
709,서울송원초등학교,37.55415927,127.0695262,송정체육공원,3110138,205936,450143,428.0276104071861
710,대원외국어고등학교,37.56249279,127.0894374,대원고등학교,3110168,207751,451529,173.327427324702
711,배명고등학교,37.4976895,127.0958118,석촌고분역 4번,3111007,208301,444502,303.14925915079226
712,방학중학교,37.66546957,127.030859,방학초등학교,3110390,202823,462590,297.2445333705701
713,상암고등학교,37.58138322,126.8833945,DMC(디지털미디어시티),3120098,190266,453378,589.2831517598478
714,혜성여자고등학교,37.64055021,127.0736197,대진고등학교,3110432,206468,459617,490.00716510768837
715,삼선중학교,37.59174763,127.0078716,삼선중학교,3110293,200919,454642,228.28786950939755
716,한세사이버보안고등학교,37.55178983,126.9520321,마포경찰서,3110585,195953,450143,221.0905500907385
717,서울오류남초등학교,37.48968652,126.8391127,"천왕역 3번(오류2동주민센터, 서울오류남초등학교)",3110687,185673,443204,194.42300539856322
718,서울숭례초등학교,37.59452119,127.0352972,KB국민은행 종암동지점,3110320,203263,455041,152.72786153177455
719,영일고등학교,37.54728726,126.8620589,백석중학교,3110672,187594,449689,227.97817591373365
720,서울구일초등학교,37.49319187,126.8734727,구로119안전센터,3110709,189526,443837,719.8193553753117
721,광진중학교,37.53221959,127.0901621,성동초등학교,3110169,207787,448123,186.34385056053407
722,상계제일중학교,37.6610756,127.0780785,상계제일중학교,3110436,206697,462140,311.0736610842889
723,서울양진초등학교,37.54457517,127.0983249,광나루역 1번,3110179,209122,449629,466.0640042645893
724,서울신은초등학교,37.51391281,126.8321696,신월문화체육센터,3110598,185267,446690,637.1657318648575
725,서울석계초등학교,37.60881368,127.0697321,신묵초등학교,3110236,206616,456591,458.92902363677786
726,서울진관초등학교,37.64543483,126.9292124,하나고등학교,3110492,194584,460074,1010.2213904509297
727,삼정중학교,37.5814869,126.8106015,방화역 1번,3110640,183716,453166,598.0362339594454
728,서울남정초등학교,37.53567383,126.9648037,남정초등학교,3110065,196844,448550,97.12545624891436
729,동국대학교사범대학부속여자중학교,37.54192936,127.0869731,동대부여고,3110170,207834,449143,148.79749245377786
730,서울수서초등학교,37.49115148,127.1015496,수서역,3120224,209112,443153,396.3045636333319
731,명지중학교,37.58491135,126.9270902,명지전문대,3110504,193319,454064,275.582038046001
732,청담중학교,37.52865979,127.0448101,청담초등학교,3110979,204205,447539,284.9672290898482
733,숭인중학교,37.57392046,127.0440889,전농119안전센터,3110201,204076,452936,290.2576052781088
734,서울신석초등학교,37.54453582,126.9377793,신수동주민센터,3110571,194370,449562,173.37898162183828
735,등원중학교,37.55971763,126.8516806,가양역 10번,3110667,187021,451363,253.94704374555576
736,서울동의초등학교,37.55342244,127.0990473,동의초등학교,3110177,208409,450329,359.9468319075761
737,서울흑석초등학교,37.50829272,126.9651701,흑리단길,3110842,196906,445314,112.01973511101376
738,서울행림초등학교,37.48280761,126.9649643,낙성대역 5번(관악중학교),3110899,196737,442198,431.0845984243316
739,중계중학교,37.65563822,127.0752409,중계초등학교,3110430,206575,461975,204.55450695047614
740,경복고등학교,37.58594567,126.9715109,경복고등학교,3110014,197484,453952,91.43028014473869
741,서울세종고등학교,37.49038935,127.1027968,수서역,3120224,209112,443153,290.1898133055677
742,서울아이티고등학교,37.64241844,127.0624493,시영B상가(중계 그린아파트 B 상가),3130155,205667,460390,173.53977724688158
743,신현고등학교,37.60524904,127.0929499,신아타운,3130113,208347,456318,189.55314709082066
744,서울양강초등학교,37.52423449,126.8478515,신월2동주민센터,3110608,186375,447299,199.2617670589606
745,홍익대학교사범대학부속여자고등학교,37.55964474,126.9132084,홍대부속여중고앞,3110557,192530,450970,253.37075266119714
746,서울도곡초등학교,37.49951141,127.0544655,도곡초등학교,3110992,205007,444509,199.36766769738725
747,양화중학교,37.5196596,126.8959945,문래역 3번,3110764,190693,446831,179.57913695669902
748,서울문현초등학교,37.48279092,127.1302223,문현중학교(장지역 1번),3111028,211262,442494,277.5304420210089
749,천일중학교,37.54590987,127.1276362,암사역 2번(서울강동초등학교),3111060,211503,449728,254.1655965128298
750,서울컨벤션고등학교,37.5592845,127.1580303,묘곡초등학교(고덕아이파크아파트),3111085,213598,451279,408.30308940963454
751,성암여자중학교,37.62041353,127.0239059,삼양사거리역 1번,3110361,201938,457918,179.35107347500593
752,서울안평초등학교,37.56596821,127.0720334,장평중학교,3110229,206184,451672,238.3204763985817
753,보성여자고등학교,37.54308154,126.9842996,해방촌 남동측,3110081,198634,449401,117.24207422429892
754,중앙고등학교,37.58378822,126.9874726,중앙고등학교,3110018,198883,453690,114.15339947504415
755,서울언북초등학교,37.52012517,127.0447158,강남구청역 4번,3110973,203850,446594,177.5876179335391
756,배화여자고등학교,37.57954401,126.9672919,배화여자대학교(박노수미술관),3110008,197093,453418,86.8133673704686
757,구암고등학교,37.49244195,126.949625,숭실대입구역 1번,3110837,195884,443947,439.9284671168207
758,경기초등학교,37.56511029,126.9628606,돈의문센트레빌아파트입구,3110536,196793,451833,125.9721687835192
759,신광초등학교,37.54289988,126.9694475,"숙대입구역(남영역, 남영동)",3120042,197505,449194,217.31451829372196
760,서울무학초등학교,37.56327474,127.0296135,상왕십리역 6번,3110110,202454,451618,186.0149446493369
761,서울홍연초등학교,37.58211871,126.9306604,정원여중,3110516,194259,453935,496.0555727081726
762,중경고등학교,37.5176804,126.9756383,이촌동점보아파트,3110078,198068,446532,231.10337587134143
763,서울위례별초등학교,37.47908713,127.1450416,문정동성당,3111033,211788,443156,1418.1100424111748
764,영등포고등학교,37.5080846,126.9331435,노량진역 6번,3110828,194358,445728,421.6053118491473
765,불암고등학교,37.64915853,127.0803058,영신여고,3110441,207291,461205,249.17070063410483
766,석관중학교,37.60814014,127.0667131,석관고등학교,3110336,205718,456720,273.0157362323188
767,인창고등학교,37.56488513,126.9640232,돈의문센트레빌아파트입구,3110536,196793,451833,129.98094178321597
768,서울신상도초등학교,37.50034802,126.9446159,상도역 1번,3110835,195387,444723,335.8911103985338
769,중화중학교,37.58450379,127.0945608,면목동우체국,3110266,208094,453739,297.67493906483287
770,서울오봉초등학교,37.67175795,127.040259,신도봉시장,3130151,203672,463403,204.22581527372813
771,서울중대초등학교,37.4998119,127.1136055,송파역 2번,3111016,210199,444586,181.29309801909957
772,선린중학교,37.54276984,126.9660387,효창공원앞역 2번,3110064,196816,449203,189.0201537718433
773,서울신북초등학교,37.57110496,126.9053603,중암중학교,3110543,191421,452638,322.9285955518577
774,구일중학교,37.49530091,126.8737702,구로119안전센터,3110709,189526,443837,705.4352988286777
775,대동세무고등학교,37.58158273,126.9879513,중앙고등학교,3110018,198883,453690,141.33257496198343
776,대성고등학교,37.62316122,126.9097907,선일여고,3110458,192396,457958,421.30922592399327
777,대진고등학교,37.63780685,127.07609,대진고등학교,3110432,206468,459617,309.2074762565774
778,서울안암초등학교,37.5871587,127.0220989,보문역 4번,3110304,201853,454151,102.42965591026689
779,서울서강초등학교,37.54869715,126.9268512,광흥창역 6번,3110567,193708,449746,238.64154247365428
780,도곡중학교,37.49230771,127.0452179,강남세브란스병원미래의학연구센터,3110972,203759,443901,346.1867349256197
781,서울매그넷고등학교,37.45193626,126.9158199,동일여자고등학교,3110755,192287,439057,288.88924447583065
782,숭문중학교,37.55089081,126.9457689,양원초등학교,3110580,195137,450415,270.6856496166487
783,서울신가초등학교,37.5003628,127.1198778,경찰병원역,3120237,210683,444197,363.6914416223703
784,서울삼각산초등학교,37.61614897,127.0145684,삼각산119안전센터,3110354,201493,457814,466.9054163506257
785,서울홍릉초등학교,37.59068752,127.0477051,경희대삼거리,3110205,204533,454605,321.6275754202449
786,상암중학교,37.57905692,126.8875508,DMC(디지털미디어시티),3120098,190266,453378,219.7959077638413
787,서울삼전초등학교,37.50169984,127.0932689,석촌고분역 4번,3111007,208301,444502,202.1716541618284
788,양정고등학교,37.53539226,126.8877343,선유도역 6번,3110760,190490,448546,426.32846305399295
789,서울대명초등학교,37.54766615,127.1532897,한영중고,3111086,213661,449837,119.14302249977133
790,면목고등학교,37.58466341,127.0972706,용마문화복지센터,3110269,208386,454301,445.9752400563078
791,예림디자인고등학교,37.50035507,126.827683,오류고등학교,3110683,184751,444388,169.8946346803653
792,예일여자중학교,37.6109459,126.9147928,예일여고,3110457,192325,456907,174.25752279113163
793,성보고등학교,37.48072837,126.9209573,호림박물관(성보고등학교),3110860,192858,442483,189.5630126515489
794,서울신정고등학교,37.53838143,126.8570622,신곡초등학교,3110670,187264,448458,332.00364182031626
795,한양중학교,37.5658716,127.0114433,동대문패션타운 관광특구,3001493,200996,451976,161.5771739005605
796,세일중학교,37.47459441,126.8953689,가산초등학교(세일중학교),3110732,190933,441835,237.82595239067317
797,신도봉중학교,37.64959473,127.0332017,쌍문시장(쌍문역골목시장),3130146,202853,460960,166.77273946712074
798,영신고등학교,37.49810094,126.909739,신풍역 2번,3110798,191968,444354,75.97070725225974
799,경일중학교,37.54382982,127.0478683,서울숲역,3120050,204150,449189,197.7939256204949
800,상신중학교,37.58978547,126.9064249,내를건너서숲으로도서관,3110446,191796,454593,134.08678124670215
801,신동중학교,37.5169159,127.0129154,잠원역,3110927,200988,445925,481.85210063058867
802,불암중학교,37.64573547,127.0734572,은행사거리,3120085,206780,461180,580.2553816856764
803,세종과학고등학교,37.4975694,126.8273517,오류고등학교,3110683,184751,444388,140.79543340869054
804,서울동신초등학교,37.58328787,127.017058,보문역 8번,3110302,201699,453779,194.76654284035627
805,불광중학교,37.62320355,126.9321291,연신내우체국,3110485,193759,458017,298.14351772911283
806,송곡관광고등학교,37.60668904,127.1051455,망우본동주민센터,3110278,209142,455775,592.859285710859
807,서울대신초등학교,37.55795026,126.9480572,"이화여대 3,5,7길 상점가",3130179,195141,450967,271.1346668133655
808,성덕여자중학교,37.54996367,127.1419039,굽은다리역 2번,3111075,212465,449915,162.09303427468598
809,잠일고등학교,37.514521,127.0825552,잠실새내역(신천),3120225,207301,445671,447.97683000029866
810,신도중학교,37.63298366,126.9308787,연신초등학교,3110482,193583,458450,874.9677441818882
811,한양초등학교,37.55762103,127.0502634,사근동살곶이상점가,3110125,204116,451277,497.44340713264455
812,동성고등학교,37.58496996,127.0030619,대학로(혜화역),3120012,200117,453688,290.57730662572123
813,서울등명초등학교,37.56089445,126.8423822,신월중앙시장,3130218,186245,451048,283.72746265118667
814,서울연신초등학교,37.62605996,126.9277513,연신초등학교,3110482,193583,458450,61.7358001875119
815,서울내발산초등학교,37.55088255,126.8381642,우장산역 1번,3110649,185667,450397,235.46659828330795
816,서울송전초등학교,37.50881326,127.0951265,석촌고분역 1번,3111006,208309,445053,445.2825505953845
817,대영중학교,37.50343784,126.905208,신길대성유니드아파트,3110780,191436,444742,234.796059951814
818,영등포중학교,37.5080846,126.9331435,노량진역 6번,3110828,194358,445728,421.6053118491473
819,서울발산초등학교,37.55026244,126.8309944,우장산역 4번,3110645,185289,450314,312.0892986746567
820,수송중학교,37.63680065,127.0339176,KT&G 북부지사,3110379,203145,459526,221.62247159877424
821,서울마장초등학교,37.56830949,127.042128,마장역 2번,3110122,203900,452033,186.05759382286038
822,서울사근초등학교,37.562685,127.047545,사근동살곶이상점가,3110125,204116,451277,203.86061845113818
823,한성중학교,37.55909644,126.9544565,아현역 1번,3110530,195903,450890,188.7465119584782
824,장위중학교,37.61129251,127.0408411,장위1동주민센터,3110322,203690,457290,441.0181468186068
825,서울후암초등학교,37.55136541,126.9817243,후암동주민센터,3110079,198162,450065,263.47026998182184
826,서울홍파초등학교,37.58622252,127.0395199,홍파초등학교,3110194,203549,453894,189.73942400532613
827,무학여자고등학교,37.55762633,127.0338809,왕십리역 9번,3110118,203170,450924,177.932889889022
828,진관중학교,37.64425564,126.9257277,구파발역,3120089,192798,459742,1009.9540124442412
829,서울고산초등학교,37.49897255,126.8647727,고척중학교,3110704,187951,444448,103.76902972651114
830,서울온수초등학교,37.49400506,126.8259667,온수역 8번,3110682,184527,444083,244.4565136936031
831,북서울중학교,37.68154186,127.0428342,누원고등학교,3110413,204198,464883,477.93990547827025
832,보인중학교,37.4975692,127.1395178,보인중학교,3111038,212297,444483,242.89109810913573
833,연서중학교,37.58704446,126.9092766,증산역 4번,3110451,192207,454149,220.83206427104284
834,서울덕수초등학교,37.56908888,126.9746579,서울시청,3120023,198049,452055,310.85800802345085
835,서울북가좌초등학교,37.57722021,126.9077782,북가좌초등학교,3110493,191669,452953,223.32989414695848
836,환일중학교,37.55360775,126.9628071,애오개역 3번,3110589,196507,450469,207.05756325454152
837,길음중학교,37.61409036,127.0174557,서경대학교,3110294,201084,456815,576.9509411032224
838,창문여자중학교,37.6134057,127.0357962,송중동주민센터,3110378,203052,457230,176.0109423993706
839,방배중학교,37.49486827,126.997827,서울프랑스학교,3110921,199704,444220,303.7308606641986
840,성심여자고등학교,37.53420937,126.9545934,성심여자고등학교,3110058,195949,448136,170.13704560286013
841,서울개일초등학교,37.48621414,127.0577406,개포고등학교,3110994,205433,442662,452.6107114350275
842,광운초등학교,37.61906522,127.0550771,광운대학교 남단,3110418,205120,457577,294.7499825913771
843,서울백운초등학교,37.65264151,127.0136725,덕성여대시반거리,3110383,201215,461310,135.92389891577645
844,장충고등학교,37.5535149,127.006415,다산성곽길,3110047,200639,450609,180.426471966224
