,학교명,위도,경도,주변_상권_코드_명,주변_상권_코드,주변_상권_엑스좌표_값,주변_상권_와이좌표_값,주변_상권_거리
277,서울거원초등학교,37.48762503,127.144909,개미어린이공원,3111045,213176,443573,562.8548031623125
278,양재고등학교,37.48242164,127.0320796,양재역,3120179,203010,442784,287.89763201343146
279,서울송화초등학교,37.56815047,126.8180329,신방화역 2번,3110638,183578,452151,352.6175809054349
280,당곡고등학교,37.49176034,126.9342464,보라매동주민센터(당곡고등학교),3110875,194004,443276,363.90537054955206
281,난우중학교,37.46680396,126.9228283,난우중학교,3110866,193145,441089,267.8708979358985
282,인덕과학기술고등학교,37.63034387,127.0544999,월계역 3번,3110417,205127,459237,412.46771579611476
283,덕원여자고등학교,37.54862258,126.8290245,신광명마을,3110644,184449,449781,461.8896158011657
284,서울사당초등학교,37.47383628,126.9733501,사당역 4번,3110902,198001,441642,360.7313623788116
285,서울면남초등학교,37.57725972,127.0876664,사가정역 4번,3110261,207796,453176,106.90807615394817
286,서운중학교,37.49394851,127.0245382,서초동성당,3110930,201869,443675,339.8206077339725
287,서울난향초등학교,37.46282189,126.9183368,난향초등학교,3110859,192625,440416,154.34145963881778
288,동국대학교사범대학부속중학교,37.57804718,127.0751705,동대부고,3110232,206490,453086,171.51565765213306
289,문일중학교,37.44891526,126.8987207,KT금천빌딩(금천구시설관리공단),3110742,191404,438635,418.9159842253369
290,서울신원초등학교,37.52950283,126.829855,서서울호수공원,3110596,185107,447773,147.48221650622642
291,서울면일초등학교,37.5920416,127.0997947,혜원여고,3110270,208593,454695,222.4879782188873
292,가락고등학교,37.50107579,127.1164258,송파역 2번,3111016,210199,444586,105.42734591758263
293,오금중학교,37.50527064,127.1288011,방이역 2번,3111030,211448,445215,132.25225099584245
294,거원중학교,37.48772386,127.1465491,개미어린이공원,3111045,213176,443573,473.0647892835686
295,서울신영초등학교,37.50100602,126.8960948,대림3동사거리,3120139,190957,444527,172.50504614052588
296,대경중학교,37.55637326,127.0169792,청구역 3번,3110054,201174,450806,329.3539187861018
297,현대고등학교,37.5254805,127.0223773,압구정역,3120188,202482,447331,503.9517305835529
298,을지중학교,37.64978791,127.0717084,은행사거리,3120085,206780,461180,454.4604096303457
299,서울남부초등학교,37.48511944,126.9221838,남부초등학교,3110868,193212,442810,104.66662340490662
300,장안중학교,37.60077444,127.0809965,장안중학교,3110251,207245,455571,152.26538179795887
301,신천중학교,37.51625001,127.0792834,잠실새내역(신천),3120225,207301,445671,703.057078702405
302,서울두산초등학교,37.46754839,126.8909461,두산초등학교,3110728,190428,440885,78.7495358225062
303,구로중학교,37.49485972,126.8910999,구로구청,3120127,190351,444133,194.7195990174303
304,명덕여자고등학교,37.55394399,126.8342914,우장산역 4번,3110645,185289,450314,202.16585402196893
305,서일문화예술고등학교,37.57937936,127.0127598,창신역 1번,3110031,201298,453314,170.90483383685373
306,서울전곡초등학교,37.58070429,127.0560124,전곡마을마당공원,3110211,204828,453365,154.4786390037599
307,서울상수초등학교,37.65110502,127.0647586,상계백병원,3120082,205497,460926,413.0648733751559
308,이수중학교,37.48063003,126.989859,방배노인종합복지관(이수중학교),3110905,198767,442486,360.91004426453765
309,덕원예술고등학교,37.54862258,126.8290245,신광명마을,3110644,184449,449781,461.8896158011657
310,동마중학교,37.56280251,127.0403512,왕십리역(왕십리),3120049,203287,451265,348.5825915372306
311,송정중학교,37.55315807,126.8152435,강서구다솔마을,3110643,183982,450681,403.37233651073336
312,상도중학교,37.4909219,126.9614756,청림동주민센터(상도중학교),3110898,196323,443504,270.1342348376057
313,오산고등학교,37.52350529,127.0008872,오산중학교,3110094,200102,447300,188.56776587287857
314,서울본동초등학교,37.50992508,126.9538508,본동인정시장(기능상실),3130267,195675,445816,322.0719658727807
315,난곡중학교,37.47804558,126.9107916,미성초등학교,3110856,192319,442269,288.1911028030854
316,강일중학교,37.5553497,127.1382586,명일역 1번,3111074,212387,450205,482.35512880876126
317,문래중학교,37.52041829,126.8841404,문래소공원,3110758,189992,446829,239.93981396143232
318,서울면북초등학교,37.59441816,127.1035478,러스크서울병원,3110277,209068,455483,500.4748308725015
319,서울영동초등학교,37.52700691,126.9077034,영동초등학교,3110794,191894,447582,92.70032807926145
320,서울미동초등학교,37.56335057,126.9658506,미근동,3110539,197093,451559,112.53991996474977
321,경희여자중학교,37.59394914,127.054891,청량초등학교,3110213,205004,454831,186.52898015293107
322,서울서빙고초등학교,37.52206892,126.9923004,서빙고역 1번,3110083,199271,446786,174.3605902904344
323,서울종암초등학교,37.58230741,127.0318564,종암초등학교,3110186,202689,453592,133.63231870384638
324,서울삼정초등학교,37.58050843,126.8104937,방화역 1번,3110640,183716,453166,539.9578380825662
325,서울덕의초등학교,37.50605683,126.857346,덕의초등학교,3110699,187204,445195,182.99796663876376
326,동명생활경영고등학교,37.61441879,126.9228204,연신내역 4번,3110472,193000,457351,235.64143187314443
327,영서중학교,37.48911393,126.8956154,대림차이나타운(대림역 12번),3110769,190902,443500,239.6599962367049
328,서울대동초등학교,37.49370503,126.9001194,대림역 11번,3110771,191056,443667,181.30947435292185
329,서울답십리초등학교,37.56880432,127.055427,답십리 건축자재시장,3130097,204773,452043,158.40427934080745
330,휘문고등학교,37.50528945,127.0619939,휘문고교사거리,3120223,205806,444988,341.1076183709128
331,서울동산고등학교,37.63077798,127.0739984,서울과학기술대,3110435,206727,458887,236.96985723292727
332,서울가양초등학교,37.56221719,126.8585216,강서구청가양동별관,3110674,187645,451282,199.3267009999344
333,서울방이초등학교,37.51343915,127.1204994,한성백제역 3번,3111019,210404,446016,249.6693264801998
334,서울미아초등학교,37.61058761,127.0216444,미아초등학교,3110306,201991,456550,241.8342571734423
335,서울금산초등학교,37.44144269,126.9080871,금산초등학교(금천고등학교),3110749,191606,438077,268.9507090570409
336,서울방화초등학교,37.56870373,126.8074982,방화초등학교,3110631,183212,452183,221.43454136883574
337,성남고등학교,37.50528157,126.9266153,성남고등학교,3110820,193252,444990,279.0249760278816
338,신현중학교,37.60441346,127.0915328,신아타운,3130113,208347,456318,344.8288843646829
339,광양중학교,37.53089134,127.08617,성자초등학교,3110163,207457,447914,161.0133605687031
340,서울수색초등학교,37.58517215,126.8960121,수색역 1번,3110443,190793,453820,144.01350367756694
341,서울신동초등학교,37.51713004,127.0113904,잠원역,3110927,200988,445925,480.77402340004
342,수서중학교,37.49120377,127.1023799,수서역,3120224,209112,443153,384.17573484922593
343,서울왕북초등학교,37.48632828,127.0860547,대청초등학교,3110997,207481,443569,593.1592375170369
344,한양대학교사범대학부속중학교,37.56191884,127.042324,"한양대앞상점가(한양시장, 왕십리맛골목)",3130069,203578,451118,305.34881730202676
345,서울선유초등학교,37.53287919,126.8927768,선유도역 6번,3110760,190490,448546,388.6948246134327
346,배문중학교,37.54991872,126.9639041,만리재,3110590,196687,450062,124.483839389607
347,이화여자대학교사범대학부속이화금란고등학교,37.56638886,126.9473028,봉원사,3110526,195306,452138,266.9961405750949
348,서울창림초등학교,37.64323708,127.0416041,창2동주민센터,3110399,203454,460218,285.5171266293153
349,성산중학교,37.54731637,126.9165628,성산중학교,3110559,192688,449683,97.58726071715317
350,서울역삼초등학교,37.49316528,127.0326527,뱅뱅사거리,3120192,202785,443423,338.95818762040955
351,서울금동초등학교,37.44773848,126.9163989,동일여자고등학교,3110755,192287,439057,471.07594793164947
352,성신초등학교,37.59462313,127.0231285,성신여대입구역 1번,3110303,201864,454954,186.09409628215707
353,서울신중초등학교,37.48015788,127.0093433,신중초등학교,3110926,200709,442463,199.30071987807355
354,숭곡중학교,37.60847848,127.0312998,미아사거리,3120073,202573,456478,201.91979417876843
355,서울대도초등학교,37.49260076,127.0533774,한티역,3120212,204740,444220,536.116317588201
356,서울을지초등학교,37.65058885,127.0730918,은행사거리,3120085,206780,461180,332.27469182202344
357,한강미디어고등학교,37.53929145,126.8972599,당산역 13번,3110773,191087,448516,391.39302239607764
358,종암중학교,37.593111,127.0319913,종암중학교,3110317,203017,454857,192.5335177030275
359,서울화곡초등학교,37.54366962,126.8464717,화곡초등학교,3110658,186389,449541,184.13438149863268
360,잠신고등학교,37.51470129,127.088283,잠실새내역(신천),3120225,207301,445671,688.029742308443
361,용곡중학교,37.56595126,127.0890896,대원고등학교,3110168,207751,451529,321.7841238601719
362,서울상계초등학교,37.65962546,127.066495,상계초등학교,3110424,205957,462130,129.05852323948517
363,서울봉래초등학교,37.55641234,126.9652506,충정로역 6번,3110591,196681,450974,324.2793684985762
364,서울용두초등학교,37.57641309,127.0283872,용두사거리,3110184,202616,453006,110.34553836570299
365,서울관악초등학교,37.48102565,126.9425545,영림시장,3130290,194966,442472,86.13669892357673
366,대성중학교,37.62314228,126.9097907,선일여고,3110458,192396,457958,420.2201205047556
367,선유고등학교,37.53390162,126.8948507,선유도역 골목형상점가,3130241,190776,448469,208.98478666815095
368,덕일전자공업고등학교,37.49053652,126.8371091,"천왕역 3번(오류2동주민센터, 서울오류남초등학교)",3110687,185673,443204,273.7666437412931
369,서울문덕초등학교,37.48518009,127.127729,문정역 2번,3111026,211145,442739,198.48875052345255
370,서울일신초등학교,37.59881357,127.0401072,종암동주민센터,3110319,203175,455519,369.8174635419134
371,서울묵현초등학교,37.6090804,127.0736243,신묵초등학교,3110236,206616,456591,117.35744486562628
372,솔샘중학교,37.62366717,127.0121792,구세군강북종합사회복지관,3110347,201194,458466,264.41462307502786
373,서울서신초등학교,37.59229405,126.9073823,내를건너서숲으로도서관,3110446,191796,454593,160.53408723075395
374,서울은천초등학교,37.4865852,126.9426791,봉천역 6번,3110889,195155,442768,335.1361440750027
375,금옥여자고등학교,37.51096532,126.8439717,지향초등학교,3110603,185868,445909,380.51531285959203
376,양천고등학교,37.5083206,126.8452028,세곡초등학교,3110694,186504,445043,439.31101722694416
377,월계중학교,37.63113114,127.0523203,월계역 3번,3110417,205127,459237,538.7604690658608
378,서울청담초등학교,37.52828187,127.045153,청담초등학교,3110979,204205,447539,238.22529967174017
379,서울은진초등학교,37.63303012,126.920996,구파발역,3120089,192798,459742,522.7183869017676
380,서울용곡초등학교,37.56710862,127.088453,대원고등학교,3110168,207751,451529,431.7246179514171
381,아주중학교,37.50523028,127.0765497,삼전역 4번,3111003,207293,444982,535.0093106432323
382,서울숭곡초등학교,37.60840947,127.0328151,숭곡초등학교,3110316,203036,456508,141.47012424319354
383,옥정중학교,37.54167037,127.0129832,옥정중학교,3110101,201109,449012,123.2280324976654
384,구로고등학교,37.49884008,126.8903092,구로구민회관,3110715,190138,444205,239.50082122947163
385,문정중학교,37.48848095,127.1300209,장지동주민센터(한림연예예술고교),3111031,211550,442964,274.3955636731355
386,인수중학교,37.64386667,127.0099213,인수중학교,3110340,200791,460520,97.42498030450493
387,건국대학교사범대학부속고등학교,37.53918267,127.0747119,광진구청,3110155,207007,448746,418.6036603230909
388,문성중학교,37.4754682,126.9084938,난곡중학교,3110751,191767,442077,323.0269566476002
389,배명중학교,37.4976895,127.0958118,석촌고분역 4번,3111007,208301,444502,303.14925915079226
390,경희초등학교,37.59394914,127.054891,청량초등학교,3110213,205004,454831,186.52898015293107
391,덕원중학교,37.54862258,126.8290245,신광명마을,3110644,184449,449781,461.8896158011657
392,충암고등학교,37.58464029,126.9218095,명지대학교교회,3110503,193247,453681,268.1298041082549
393,서울숭인초등학교,37.6091602,127.0382341,밤나무골시장,3130122,203140,456580,239.3548935752564
394,서울봉현초등학교,37.49124068,126.9555874,청림동주민센터(상도중학교),3110898,196323,443504,252.3208692733735
395,서울은평초등학교,37.60230404,126.9340336,녹번동근린공원,3110490,193973,456174,372.7061785312523
396,서울숭미초등학교,37.65102344,127.0279443,쌍문초등학교,3110387,202159,461198,314.51850181897186
397,한성과학고등학교,37.57543617,126.9523709,독립문역 1번,3110002,196220,452912,428.75962013587883
398,서울은로초등학교,37.50314888,126.9599535,중대부중,3110841,196769,445000,342.48890283258015
399,남강고등학교,37.47137567,126.9249091,난우중학교,3110866,193145,441089,321.2057194491823
400,서라벌중학교,37.65698403,127.0114883,솔밭공원역 2번,3110345,201113,461962,105.06043641947144
401,서울율현초등학교,37.47451551,127.1082848,아래방죽마을공원(율현초등학교),3111001,209611,441303,379.5920650350782
402,월계고등학교,37.63173301,127.0487159,번동주공2단지,3110381,203912,458714,566.0835255124158
403,대일외국어고등학교,37.61330459,127.014176,서경대학교,3110294,201084,456815,313.29320032911716
404,서울여의도초등학교,37.52320482,126.9367944,63빌딩,3120150,194670,446691,467.57100542225675
405,오금고등학교,37.50453217,127.128969,방이역 2번,3111030,211448,445215,204.94996326911436
406,중평중학교,37.63697638,127.0623933,등나무근린공원,3120083,205863,460036,483.5238214974931
407,서울옥정초등학교,37.54230974,127.0157855,옥수역 6번,3110102,201423,449294,97.98042255928577
408,서울삼선초등학교,37.58714152,127.0126718,경동고등학교,3110297,201254,454294,179.24540218910698
409,한성여자중학교,37.58196256,127.0113127,창신역 1번,3110031,201298,453314,414.3009548147066
410,서울도신초등학교,37.49926789,126.9007141,도신초등학교,3110776,191374,444236,245.4184081389585
411,서울신묵초등학교,37.60652285,127.0758358,장미제일시장(중화동제일시장),3130105,206703,456124,205.70002997267042
412,문현고등학교,37.48131355,127.1287623,문현중학교(장지역 1번),3111028,211262,442494,138.54267423546776
413,행당중학교,37.55455404,127.0419634,한양대역 4번,3110121,203699,450806,246.39152999379377
414,서울당산초등학교,37.54011912,126.8962411,선유도역 1번,3110762,190523,448983,307.70718895328787
415,숭실고등학교,37.59327482,126.9024039,내를건너서숲으로도서관,3110446,191796,454593,494.1981276991945
416,홍익대학교사범대학부속초등학교,37.55964474,126.9132084,홍대부속여중고앞,3110557,192530,450970,253.37075266119714
417,중앙대학교사범대학부속중학교,37.50362942,126.9617326,중대부중,3110841,196769,445000,178.41985525620623
418,서울소의초등학교,37.55278186,126.9606556,애오개역 3번,3110589,196507,450469,107.28208671611381
419,서울성산초등학교,37.55342789,126.9109504,홍익지구대,3110555,192243,450433,111.73545668474856
420,서울신남성초등학교,37.48815254,126.96487,총신대학교,3120155,196863,443233,52.67372787777689
421,서울선곡초등학교,37.61869442,127.0578029,광운대학교 남단,3110418,205120,457577,103.74761229137515
422,일신여자상업고등학교,37.50179413,127.1142413,송파역 2번,3111016,210199,444586,157.19328425672214
423,서울청파초등학교,37.5473049,126.9635439,한겨레신문사,3110588,196474,449809,309.14070944176854
424,서울대모초등학교,37.48059845,127.0859938,대청초등학교,3110997,207481,443569,1221.1357092625856
425,서울오류초등학교,37.49752741,126.84203,오류동역 3번,3110689,186094,444250,63.61385125358122
426,잠실여자고등학교,37.50179413,127.1142413,송파역 2번,3111016,210199,444586,157.19328425672214
427,서울관광고등학교,37.48781542,126.9437608,봉천현대시장,3130292,195277,443011,288.33388267326166
428,서울체육고등학교,37.52233038,127.1298226,둔촌동역 3번(성내3동주민센터),3111062,211636,447220,279.70911719322766
429,서울금옥초등학교,37.54632146,127.0176012,옥수터널,3110103,201450,449586,120.99919106667016
430,신수중학교,37.545923,126.934132,신수시장,3130193,194286,449527,131.1357028631103
431,언주중학교,37.51465316,127.0466832,언주중학교,3110974,203972,446014,194.61885096096503
432,서울청계초등학교,37.64503406,127.0661389,시영2단지 무지개종합상가(중계 무지개2단지아파트상가),3130156,205794,460391,216.5974663237172
433,신월중학교,37.54046194,126.828389,신월중학교,3110594,184761,449104,119.66318747204537
434,서울영희초등학교,37.4923004,127.0811328,대청초등학교,3110997,207481,443569,317.2870766173867
435,한강중학교,37.52361192,126.9927909,서빙고역 1번,3110083,199271,446786,350.9703233518669
436,신남중학교,37.52077389,126.8478926,신정네거리역 2번,3110609,186656,446922,144.11791680707563
437,서울광남초등학교,37.54078809,127.1006653,올림픽대교북단,3120061,208468,449028,428.6028590756669
438,경희중학교,37.59394914,127.054891,청량초등학교,3110213,205004,454831,186.52898015293107
439,서울난곡초등학교,37.4691282,126.9163416,난곡초등학교(난곡동벽화마을),3110862,192771,441384,348.16288542760753
440,강서고등학교,37.53631557,126.8657711,강서고등학교,3110618,188103,448419,128.59946058927432
441,자양고등학교,37.53607797,127.0733395,뚝섬유원지역 1번,3110143,206062,448266,486.1228436928048
442,용산고등학교,37.54586738,126.9803277,해방촌예술마을,3110080,198518,449757,303.34188974927383
443,서울홍제초등학교,37.59350546,126.9454205,홍은종합사회복지관,3110525,195233,455053,177.65001448691933
444,중동고등학교,37.49371459,127.0809122,대청초등학교,3110997,207481,443569,404.93269159959476
445,서울동구고등학교,37.59410587,127.0082153,삼선중학교,3110293,200919,454642,362.6831691988059
446,서울연지초등학교,37.63319251,127.0595343,월계역 3번,3110417,205127,459237,137.99264933657878
447,서울보광초등학교,37.53254047,126.9963946,이태원엔틱가구거리,3110087,199502,448055,189.32694442148556
448,서울수유초등학교,37.63124966,127.0202924,수유재래시장,3130136,201913,459134,136.88703598595544
449,강서공업고등학교,37.57603409,126.8161817,방화역 1번,3110640,183716,453166,212.24543762374475
450,서울배봉초등학교,37.58008416,127.0668719,전곡시장,3130104,206069,453113,324.935696059546
451,상명중학교,37.64954781,127.0680416,상계백병원,3120082,205497,460926,538.0208941457009
452,오류중학교,37.50786222,126.8462113,세곡초등학교,3110694,186504,445043,359.4423601230885
453,반포고등학교,37.50270273,127.0165603,신논현역 1번,3120177,201758,445107,421.824268829091
454,고려대학교사범대학부속고등학교,37.60783857,127.0028302,정릉3동주민센터,3110287,200322,456640,181.97223891698516
455,서울독산초등학교,37.46565691,126.8997128,독산119안전센터,3110736,191226,440910,234.26403375996813
456,남강중학교,37.47137567,126.9249091,난우중학교,3110866,193145,441089,321.2057194491823
457,서울용산초등학교,37.53561344,126.9725506,삼각지역 14번,3110076,197737,448386,177.90598495815817
458,대명중학교,37.50633641,127.0609849,삼성역,3120222,205584,445468,322.2041189119268
459,서울개화초등학교,37.57394373,126.8046464,개화산역 1번,3110633,183234,452598,508.3346185409963
460,서울경인초등학교,37.53287102,126.8856957,선유도역 6번,3110760,190490,448546,708.3470665320528
461,덕수고등학교,37.55526422,127.0411418,한양대역 4번,3110121,203699,450806,179.14802386448633
462,서울세륜초등학교,37.51855781,127.1341633,둔촌동역 3번(성내3동주민센터),3111062,211636,447220,685.5467062040509
463,홍익대학교사범대학부속고등학교,37.59366662,127.002805,홍대부중,3110285,200122,454958,138.46095792282009
464,창북중학교,37.64911577,127.0388329,쌍문역1번(쌍리단길),3110396,203218,460963,228.3150245540009
465,동양중학교,37.51022314,126.9574775,중앙대학교,3110840,196335,445395,262.25048170594096
466,덕성여자중학교,37.57778598,126.9819235,북촌(안국역),3120007,198741,453290,370.56561286890866
467,서울대영초등학교,37.50267937,126.9063367,신길대성유니드아파트,3110780,191436,444742,289.1615950264846
468,서울가재울초등학교,37.57376442,126.9183891,남가좌동현대아파트,3110500,192917,452686,126.64155434187035
469,서울삼육초등학교,37.5887715,127.0471713,떡전교사거리,3110203,204277,453931,440.87948366239493
470,사당중학교,37.48776119,126.9685407,사당5동주민센터,3110843,197095,442986,201.84886649485472
471,서초중학교,37.48553868,127.0085193,서초중학교,3110925,200617,443038,194.69339418511044
472,신연중학교,37.58271543,126.9398364,홍제성원아파트,3110523,195052,453807,385.52402580420795
473,서울금화초등학교,37.56882755,126.9629414,영천시장입구,3110535,196528,452201,206.18589754022958
474,서울세곡초등학교,37.5050561,126.8491198,세곡초등학교,3110694,186504,445043,158.71126664228692
475,서울양명초등학교,37.51637495,126.8566349,신정네거리역 4번,3110613,187307,446653,322.3497145937944
476,명덕여자중학교,37.55394399,126.8342914,우장산역 4번,3110645,185289,450314,202.16585402196893
477,중앙대학교사범대학부속고등학교,37.4919059,127.0521116,한티역,3120212,204740,444220,626.8901173395839
478,서울양화초등학교,37.5436693,126.873986,양화초등학교,3110626,188812,449453,107.84108391924835
479,서울버들초등학교,37.51028143,127.0889992,새마을시장,3130311,207534,445500,366.3616795161587
480,경기고등학교,37.51756454,127.0560755,청담역 3번,3110988,204796,446536,180.5130302773368
481,가원중학교,37.49099949,127.1231711,문정동 로데오거리 상점가(문정동 로데오거리),3130315,210897,443396,116.38737813695882
482,경인중학교,37.49846566,126.8536725,개봉1동주민센터,3110695,186895,444572,281.9160020568001
483,서울도림초등학교,37.50750302,126.9072907,신길3동주민센터,3110787,191661,445257,164.8980268671097
484,강북중학교,37.6449159,127.0253734,광산사거리,3110366,202157,460441,168.83410467648835
485,서울백산초등학교,37.44673975,126.905146,KT금천빌딩(금천구시설관리공단),3110742,191404,438635,206.0394784669963
486,서울남사초등학교,37.48194349,126.9782341,이수역 9번,3110852,198205,442660,205.99188434639535
487,신일중학교,37.62796722,127.0284273,미아역,3120077,202289,458452,337.3208605962213
488,창덕여자고등학교,37.51624351,127.1402736,오동나무공원(송파레미니스1단지),3111034,211895,445248,1182.005594042535
489,서울신우초등학교,37.46326397,126.9325353,미림여고,3110878,194051,440617,188.96027452578295
490,서울창일초등학교,37.64765764,127.0476085,창동역,3120079,204208,461419,525.5611774464987
491,서울동구로초등학교,37.49407053,126.8927802,대림역 2번,3110720,190545,443726,128.24185898676186
492,서울미성초등학교,37.47833997,126.9123923,미성초등학교,3110856,192319,442269,178.6893225905811
493,북악중학교,37.60700905,127.0016095,국민대학교앞,3110282,199894,456476,265.73629593396817
494,영원중학교,37.51497419,126.9136469,신길역 1번,3110808,192419,446351,189.0934955243725
495,서울탑동초등학교,37.45251655,126.9153675,동일여자고등학교,3110755,192287,439057,288.11388900792895
496,서울수암초등학교,37.64769283,127.0814646,영신여고,3110441,207291,461205,322.0296227719025
497,성동글로벌경영고등학교,37.56585472,127.0135246,신당역,3120039,201389,451766,199.80455441195818
498,서울원명초등학교,37.50079587,127.0167076,삼호가든사거리,3120170,200968,444742,530.823407499271
499,서울수송초등학교,37.63732397,127.0332067,수송초등학교,3110376,202774,459976,278.437290522346
500,청담고등학교,37.52800302,127.0437002,압구정로데오역(압구정로데오),3120202,203548,447476,343.2882938300559
501,휘봉고등학교,37.58647725,127.068852,장안교,3110231,206478,453482,738.0011676979943
502,서울난우초등학교,37.47711829,126.9176525,난우초등학교,3110863,192760,441872,105.29847701738737
503,은석초등학교,37.57855999,127.0757616,동대부고,3110232,206490,453086,245.97193360689928
504,중산고등학교,37.48574293,127.0814285,대청초등학교,3110997,207481,443569,702.0504924964331
505,보성고등학교,37.52008989,127.1357293,둔촌동역 3번(성내3동주민센터),3111062,211636,447220,599.6371513561935
506,홍익대학교사범대학부속중학교,37.59366662,127.002805,홍대부중,3110285,200122,454958,138.46095792282009
507,압구정고등학교,37.53113395,127.0327116,신사상가,3130304,202510,448092,403.5033912809022
508,구암중학교,37.49277532,126.948602,구암초등학교,3110891,195414,443215,490.209128995995
509,원묵중학교,37.61777209,127.0843728,화랑대역 7번,3110250,207225,457577,223.97657517984
510,서울봉은초등학교,37.52008269,127.0609329,봉은사역 4번,3110995,205554,446410,365.403121525654
511,서울고현초등학교,37.55380091,127.1660305,고덕 골목형상점가,3130326,215010,450928,555.3316456412695
512,서울천왕초등학교,37.48145598,126.8370629,"천왕역 3번(오류2동주민센터, 서울오류남초등학교)",3110687,185673,443204,750.3066975521015
513,서울연가초등학교,37.5795632,126.9173292,연가초등학교,3110499,192836,453604,299.9756698724455
514,서울신화초등학교,37.63319504,127.0408842,신창초등학교,3110404,203576,459627,340.5808029796211
515,서울예술고등학교,37.60575682,126.9678907,평창동서측,3110010,197064,456643,413.1188644895652
516,미래산업과학고등학교,37.65877948,127.0784407,상계제일중학교,3110436,206697,462140,224.67592449307756
517,서울동교초등학교,37.55862448,126.9024006,동교초등학교,3110541,191287,450928,124.93554641732202
518,중앙대학교사범대학부속초등학교,37.50545264,126.9596777,중앙대학교,3110840,196335,445395,301.89285185459596
519,운현초등학교,37.57663053,126.9881575,창덕궁,3110019,199222,452926,280.73193686283247
520,서울잠현초등학교,37.52258587,127.1047786,잠실나루역,3111011,209225,446847,173.09301679247457
521,서울석촌초등학교,37.50263063,127.1052122,석촌역 6번,3111012,209339,444753,60.16589122260117
522,창동고등학교,37.65103577,127.0388191,쌍문역1번(쌍리단길),3110396,203218,460963,369.03727095418236
523,한성고등학교,37.55909644,126.9544615,아현역 1번,3110530,195903,450890,188.91755095045556
524,서울청구초등학교,37.55911668,127.0137244,장충초등학교,3110052,201128,451117,99.10340913137514
525,서울매헌초등학교,37.47126248,127.0420698,양재근린공원(양재2동주민센터),3110940,203594,441388,146.65658139317156
526,유석초등학교,37.56080588,126.8537249,가양역 10번,3110667,187021,451363,114.25744601938307
527,서울풍성초등학교,37.52629486,127.1134884,강동구청역,3120242,210844,447756,875.7683833746474
528,경성중학교,37.56351064,126.9191663,경성고등학교,3110558,192565,451651,308.2755382506961
529,서울홍은초등학교,37.59754027,126.949458,포방터시장,3130180,195483,455484,162.0110738022416
530,숭문고등학교,37.55087275,126.9457596,양원초등학교,3110580,195137,450415,272.4075602943881
531,서울정릉초등학교,37.61979605,127.0052561,정릉북한산국립공원입구,3110284,199916,457667,563.9562378231409
532,리라초등학교,37.5578197,126.9879121,남산케이블카,3110041,198659,450764,315.10929193498725
533,신목고등학교,37.51290943,126.8736069,구로창업지원센터,3110707,189343,445600,621.5837758615878
534,충암중학교,37.58464029,126.9218095,명지대학교교회,3110503,193247,453681,268.1298041082549
535,성재중학교,37.56944938,126.8452953,양천향교역 5번,3110657,186180,451900,357.6993171550188
536,서울목운초등학교,37.52700952,126.8730442,오목교역,3120113,188859,447176,343.12749311971265
537,서울노원초등학교,37.67359347,127.0584544,노원초등학교,3110416,205046,463673,149.0622955735852
538,유한공업고등학교,37.48791416,126.8232907,온수역 1번,3110681,184516,443619,464.50407015860657
539,서울신남초등학교,37.51652866,126.8447962,신곡종합시장(신월6동 골목시장),3130205,186079,446521,263.23788538518994
540,대광중학교,37.57795467,127.0253235,한국의류시험연구원,3110183,202502,453159,265.10057646175665
541,잠실고등학교,37.52293043,127.106515,잠실나루역,3111011,209225,446847,281.8143220698009
542,서울공항초등학교,37.56302167,126.8216459,마곡역(마곡),3120118,184704,451174,573.2715560171225
543,서울신현초등학교,37.60581459,127.0935852,신아타운,3130113,208347,456318,106.09369406334856
544,세명컴퓨터고등학교,37.6277708,126.9232499,세명컴퓨터고등학교,3110474,193094,458463,260.2735071755086
545,선일여자중학교,37.62030421,126.9119931,선일여고,3110458,192396,457958,192.32384484646985
546,동양고등학교,37.56901968,126.8470811,양천향교역 5번,3110657,186180,451900,415.09236461177335
547,서울양천초등학교,37.57018817,126.8395397,양천향교역 2번,3110652,185848,452384,81.22003345224444
548,리라아트고등학교,37.55711546,126.988252,남산케이블카,3110041,198659,450764,313.17449449783817
549,영신여자고등학교,37.65245208,127.0832893,영신여고,3110441,207291,461205,230.46271136576794
550,서울서래초등학교,37.496404,126.9901565,방배동사이길,3110912,199133,443860,245.08412919818252
551,서라벌고등학교,37.64525653,127.0758406,은행사거리,3120085,206780,461180,558.166455208884
552,서울용강초등학교,37.54910215,126.9440443,대흥역 2번,3110578,195146,449859,132.27939224357164
553,서울포이초등학교,37.47591562,127.0525106,포이초등학교(개포목련어린이공원),3110984,204610,441598,236.93424388753368
554,강신중학교,37.51513716,126.8381601,목동센트럴아이파크앞,3110605,185913,446276,234.76561070017874
555,서일중학교,37.49852986,127.0232207,강남역,3120189,202454,444235,414.49762381046526
556,대신고등학교,37.57312377,126.9612545,대신고등학교,3110004,196517,452627,60.58725458086457
557,서울개롱초등학교,37.49736261,127.1398881,보인중학교,3111038,212297,444483,272.39371721797244
558,영신간호비즈니스고등학교,37.65245208,127.083205,영신여고,3110441,207291,461205,228.6683549011409
559,서울서이초등학교,37.49156467,127.025618,서초동성당,3110930,201869,443675,410.66312712084397
560,서울새솔초등학교,37.61798909,127.1113284,신내역 2번,3110279,209821,457041,564.3959525792548
